PLAYER,TEAM,GP,MIN,PTS,REB_pg,AST_pg,STL_pg,BLK_pg,StatStuffer_pg,REB_per36,AST_per36,STL_per36,BLK_per36,StatStuffer_per36
Marcus Sasser,DET,57,811,375,1.2105263157894737,2.3333333333333335,0.6491228070175439,0.07017543859649122,4.2631578947368425,3.06288532675709,5.903822441430333,1.6424167694204685,0.17755856966707767,10.786683107274968
Delon Wright,NYK,40,635,125,1.65,1.925,0.875,0.3,4.75,3.7417322834645668,4.365354330708661,1.984251968503937,0.6803149606299213,10.771653543307087
Ziaire Williams,BKN,63,1541,632,4.555555555555555,1.3333333333333333,0.9841269841269841,0.4444444444444444,7.317460317460317,6.704737183646983,1.962362102530824,1.4484101232965607,0.6541207008436081,10.769630110317976
Kyle Kuzma,MIL,65,1936,964,5.6923076923076925,2.3384615384615386,0.5538461538461539,0.2923076923076923,8.876923076923077,6.880165289256198,2.8264462809917354,0.6694214876033058,0.35330578512396693,10.729338842975205
Trey Murphy III,NOP,53,1854,1124,5.056603773584905,3.547169811320755,1.0566037735849056,0.7358490566037735,10.39622641509434,5.2038834951456305,3.650485436893204,1.087378640776699,0.7572815533980582,10.699029126213592
Talen Horton-Tucker,CHI,58,724,379,1.7241379310344827,1.4310344827586208,0.3620689655172414,0.1896551724137931,3.706896551724138,4.972375690607735,4.12707182320442,1.0441988950276242,0.5469613259668508,10.69060773480663
Cason Wallace,OKC,68,1876,568,3.3676470588235294,2.5441176470588234,1.7647058823529411,0.5147058823529411,8.191176470588236,4.394456289978677,3.3198294243070365,2.3027718550106613,0.6716417910447761,10.68869936034115
Jevon Carter,CHI,36,321,153,1.0833333333333333,1.1111111111111112,0.3611111111111111,0.08333333333333333,2.6388888888888893,4.373831775700935,4.485981308411215,1.4579439252336448,0.3364485981308411,10.654205607476635
Vasilije Micic,PHX,41,785,269,2.1707317073170733,3.1219512195121952,0.36585365853658536,0.0,5.658536585365854,4.081528662420382,5.8700636942675155,0.6878980891719745,0.0,10.639490445859872
Cam Whitmore,HOU,51,827,477,2.9607843137254903,0.9607843137254902,0.6078431372549019,0.2549019607843137,4.784313725490196,6.573155985489723,2.133010882708585,1.3494558645707375,0.56590084643289,10.621523579201934
Payton Pritchard,BOS,80,2271,1144,3.8375,3.4875,0.875,0.175,8.375,4.866578599735799,4.422721268163804,1.1096433289299867,0.22192866578599735,10.620871862615589
Javonte Green,CLE,68,1258,347,3.2058823529411766,0.8235294117647058,0.9558823529411765,0.45588235294117646,5.4411764705882355,6.238473767885533,1.6025437201907788,1.8600953895071541,0.8871224165341812,10.588235294117647
Reece Beekman,BKN,36,469,93,1.0833333333333333,1.75,0.9166666666666666,0.05555555555555555,3.805555555555555,2.9936034115138592,4.835820895522388,2.533049040511727,0.15351812366737738,10.51599147121535
Tyrese Martin,BKN,60,1315,523,3.65,2.033333333333333,0.5666666666666667,0.15,6.4,5.995437262357414,3.3399239543726233,0.9307984790874525,0.24638783269961978,10.512547528517109
Herbert Jones,NOP,20,648,205,3.9,3.25,1.85,0.45,9.45,4.333333333333333,3.611111111111111,2.0555555555555554,0.5,10.5
Andrew Wiggins,MIA,60,1842,1078,4.483333333333333,2.6333333333333333,1.0,0.8333333333333334,8.950000000000001,5.257328990228014,3.0879478827361564,1.1726384364820848,0.977198697068404,10.49511400651466
Brook Lopez,MIL,80,2546,1041,5.0125,1.7875,0.625,1.85,9.275,5.670070699135899,2.021995286724273,0.7069913589945012,2.0926944226237234,10.491751767478398
Aaron Wiggins,OKC,76,1744,914,3.8815789473684212,1.763157894736842,0.7894736842105263,0.23684210526315788,6.671052631578948,6.089449541284404,2.7660550458715596,1.2385321100917432,0.37155963302752293,10.465596330275229
Kris Murray,POR,69,1040,287,2.63768115942029,0.9855072463768116,0.5072463768115942,0.2463768115942029,4.3768115942028984,6.3,2.353846153846154,1.2115384615384615,0.5884615384615385,10.453846153846154
Brandon Boston,NOP,42,993,448,3.1904761904761907,2.1904761904761907,1.2619047619047619,0.21428571428571427,6.857142857142858,4.858006042296073,3.335347432024169,1.9214501510574018,0.3262839879154079,10.441087613293051
Zeke Nnaji,DEN,57,608,184,1.5789473684210527,0.40350877192982454,0.43859649122807015,0.6666666666666666,3.087719298245614,5.328947368421052,1.361842105263158,1.480263157894737,2.25,10.421052631578947
Ryan Dunn,PHX,74,1410,511,3.608108108108108,0.7702702702702703,0.5945945945945946,0.5405405405405406,5.513513513513513,6.817021276595744,1.4553191489361703,1.123404255319149,1.0212765957446808,10.417021276595746
Ronald Holland II,DET,81,1266,522,2.691358024691358,1.0123456790123457,0.6049382716049383,0.20987654320987653,4.518518518518519,6.199052132701422,2.3317535545023693,1.3933649289099526,0.4834123222748815,10.407582938388627
Cameron Johnson,BKN,57,1800,1070,4.333333333333333,3.4035087719298245,0.9298245614035088,0.43859649122807015,9.105263157894736,4.9399999999999995,3.88,1.06,0.5,10.38
Kelly Oubre Jr.,PHI,60,2078,906,6.133333333333334,1.8,1.5333333333333334,0.5,9.966666666666667,6.375360923965351,1.8710298363811355,1.5938402309913378,0.519730510105871,10.359961501443696
Cory Joseph,ORL,50,612,177,1.48,1.44,0.52,0.08,3.52,4.352941176470588,4.235294117647059,1.5294117647058825,0.23529411764705882,10.352941176470587
Keegan Murray,SAC,76,2610,942,6.671052631578948,1.4342105263157894,0.8026315789473685,0.9078947368421053,9.815789473684209,6.993103448275861,1.5034482758620689,0.8413793103448276,0.9517241379310345,10.289655172413791
Monté Morris,PHX,45,571,233,1.488888888888889,1.6222222222222222,0.4444444444444444,0.06666666666666667,3.6222222222222222,4.224168126094571,4.602451838879159,1.2609457092819616,0.18914185639229422,10.276707530647988
Nicolas Batum,LAC,78,1367,313,2.7948717948717947,1.0769230769230769,0.6666666666666666,0.46153846153846156,5.0,5.741038771031456,2.2121433796634964,1.369422092172641,0.9480614484272128,10.270665691294806
Hunter Tyson,DEN,51,400,134,1.5294117647058822,0.39215686274509803,0.19607843137254902,0.11764705882352941,2.235294117647059,7.0200000000000005,1.8,0.9,0.54,10.260000000000002
Ricky Council IV,PHI,73,1250,532,2.9315068493150687,1.3287671232876712,0.4383561643835616,0.1780821917808219,4.876712328767123,6.1632,2.7936,0.9216000000000001,0.37439999999999996,10.252799999999999
Dalen Terry,CHI,73,987,326,1.6986301369863013,1.3287671232876712,0.6027397260273972,0.2054794520547945,3.835616438356164,4.522796352583587,3.537993920972644,1.6048632218844983,0.547112462006079,10.212765957446809
Peyton Watson,DEN,68,1656,551,3.426470588235294,1.3823529411764706,0.7058823529411765,1.3676470588235294,6.882352941176471,5.065217391304348,2.0434782608695654,1.0434782608695652,2.0217391304347827,10.173913043478262
Shake Milton,LAL,57,836,315,1.8245614035087718,1.7894736842105263,0.43859649122807015,0.07017543859649122,4.12280701754386,4.478468899521531,4.392344497607655,1.076555023923445,0.17224880382775118,10.119617224880383
Coby White,CHI,74,2450,1509,3.689189189189189,4.45945945945946,0.9324324324324325,0.21621621621621623,9.297297297297296,4.011428571428572,4.848979591836735,1.013877551020408,0.23510204081632655,10.109387755102041
Jalen Green,HOU,82,2697,1723,4.597560975609756,3.4390243902439024,0.8658536585365854,0.32926829268292684,9.231707317073171,5.032258064516128,3.7641824249165743,0.9477196885428254,0.3604004449388209,10.104560622914349
Jeff Dowtin Jr.,PHI,41,621,285,1.4634146341463414,1.9024390243902438,0.5853658536585366,0.2926829268292683,4.2439024390243905,3.4782608695652173,4.521739130434783,1.391304347826087,0.6956521739130435,10.086956521739129
Caleb Martin,DAL,45,1218,356,3.933333333333333,2.111111111111111,1.0222222222222221,0.5111111111111111,7.5777777777777775,5.231527093596059,2.8078817733990147,1.3596059113300494,0.6798029556650247,10.078817733990148
Devin Vassell,SAS,64,1983,1041,3.984375,2.859375,1.3125,0.515625,8.671875,4.6293494704992435,3.3222390317700454,1.5249621785173977,0.5990922844175491,10.075642965204237
A.J. Lawson,TOR,26,486,236,3.3076923076923075,1.1923076923076923,0.5,0.23076923076923078,5.230769230769231,6.37037037037037,2.2962962962962963,0.9629629629629629,0.4444444444444444,10.074074074074074
Patrick Williams,CHI,63,1576,566,3.761904761904762,1.9682539682539681,0.7619047619047619,0.5079365079365079,7.0,5.413705583756345,2.83248730964467,1.0964467005076142,0.7309644670050761,10.073604060913706
Danté Exum,DAL,20,372,174,1.65,2.8,0.6,0.15,5.199999999999999,3.1935483870967745,5.419354838709678,1.161290322580645,0.29032258064516125,10.064516129032258
CJ McCollum,NOP,56,1832,1183,3.7857142857142856,4.053571428571429,0.8214285714285714,0.42857142857142855,9.089285714285715,4.165938864628822,4.460698689956332,0.9039301310043668,0.47161572052401746,10.002183406113538
Collin Sexton,UTA,63,1758,1159,2.7142857142857144,4.190476190476191,0.746031746031746,0.09523809523809523,7.746031746031746,3.5017064846416384,5.406143344709898,0.962457337883959,0.12286689419795221,9.993174061433448
Jamal Cain,NOP,37,502,196,2.2972972972972974,0.5945945945945946,0.6216216216216216,0.24324324324324326,3.756756756756757,6.095617529880478,1.5776892430278886,1.649402390438247,0.6454183266932272,9.96812749003984
Isaac Jones,SAC,40,304,134,1.425,0.3,0.125,0.25,2.1,6.75,1.4210526315789473,0.5921052631578947,1.1842105263157894,9.947368421052632
Reggie Jackson,PHI,31,384,136,1.3548387096774193,1.4516129032258065,0.5161290322580645,0.0967741935483871,3.4193548387096775,3.9375,4.21875,1.5,0.28125,9.9375
Nickeil Alexander-Walker,MIN,82,2073,773,3.231707317073171,2.7195121951219514,0.6097560975609756,0.4146341463414634,6.975609756097561,4.602026049204053,3.8726483357452968,0.8683068017366137,0.5904486251808971,9.93342981186686
Christian Braun,DEN,79,2675,1218,5.189873417721519,2.5949367088607596,1.0759493670886076,0.46835443037974683,9.329113924050635,5.517757009345795,2.7588785046728974,1.1439252336448598,0.49794392523364484,9.918504672897198
Jordan Walsh,BOS,52,403,82,1.3269230769230769,0.36538461538461536,0.23076923076923078,0.21153846153846154,2.1346153846153846,6.163771712158809,1.6972704714640199,1.0719602977667493,0.9826302729528537,9.91563275434243
Terry Rozier,MIA,64,1658,679,3.71875,2.609375,0.578125,0.21875,7.125,5.16767189384801,3.62605548854041,0.8033775633293124,0.30398069963811825,9.901085645355852
Bennedict Mathurin,IND,72,2149,1156,5.319444444444445,1.8888888888888888,0.6527777777777778,0.3333333333333333,8.194444444444445,6.416007445323406,2.2782689623080503,0.7873429502093997,0.40204746393671476,9.88366682177757
Maxwell Lewis,BKN,28,328,116,1.9642857142857142,0.6785714285714286,0.32142857142857145,0.25,3.2142857142857144,6.036585365853659,2.0853658536585367,0.9878048780487805,0.7682926829268293,9.878048780487806
Julian Champagnie,SAS,82,1932,815,3.8780487804878048,1.353658536585366,0.7439024390243902,0.4268292682926829,6.402439024390244,5.925465838509317,2.0683229813664594,1.1366459627329193,0.6521739130434783,9.782608695652174
Jordan Miller,LAC,37,420,152,1.5675675675675675,0.918918918918919,0.4594594594594595,0.13513513513513514,3.081081081081081,4.9714285714285715,2.9142857142857146,1.4571428571428573,0.42857142857142855,9.771428571428572
Miles McBride,NYK,64,1593,611,2.515625,2.921875,1.046875,0.265625,6.75,3.638418079096045,4.225988700564972,1.5141242937853108,0.384180790960452,9.76271186440678
Terance Mann,ATL,67,1414,517,2.970149253731343,1.8059701492537314,0.7014925373134329,0.22388059701492538,5.701492537313433,5.066478076379067,3.0806223479490806,1.1966053748231966,0.3818953323903819,9.725601131541726
Ajay Mitchell,OKC,36,597,234,1.8888888888888888,1.7777777777777777,0.6944444444444444,0.1111111111111111,4.472222222222221,4.100502512562814,3.85929648241206,1.5075376884422111,0.24120603015075376,9.708542713567839
Lauri Markkanen,UTA,47,1476,892,5.914893617021277,1.4893617021276595,0.7021276595744681,0.3617021276595745,8.46808510638298,6.780487804878049,1.7073170731707317,0.8048780487804879,0.41463414634146345,9.707317073170731
Bradley Beal,PHX,53,1702,902,3.339622641509434,3.6792452830188678,1.0943396226415094,0.5283018867924528,8.641509433962264,3.743830787309048,4.124559341950646,1.226792009400705,0.5922444183313749,9.687426556991774
Terrence Shannon Jr.,MIN,32,339,138,1.46875,1.0,0.21875,0.15625,2.84375,4.991150442477877,3.398230088495575,0.7433628318584071,0.5309734513274336,9.663716814159292
Lonnie Walker IV,PHI,20,477,247,3.15,2.5,0.5,0.25,6.4,4.754716981132075,3.7735849056603774,0.7547169811320755,0.37735849056603776,9.660377358490566
Kevin Huerter,CHI,69,1679,681,2.971014492753623,2.260869565217391,0.9565217391304348,0.3333333333333333,6.521739130434781,4.395473496128648,3.344848123883264,1.41512805241215,0.4931506849315068,9.64860035735557
Zach LaVine,SAC,74,2603,1724,4.256756756756757,4.1891891891891895,0.7837837837837838,0.16216216216216217,9.391891891891893,4.356511717249328,4.28736073761045,0.8021513638109873,0.1659623511333077,9.611986169804073
Ja'Kobe Walter,TOR,52,1103,449,3.076923076923077,1.5576923076923077,0.8269230769230769,0.19230769230769232,5.653846153846154,5.222121486854034,2.643699002719855,1.403445149592022,0.3263825929283771,9.595648232094288
Shaedon Sharpe,POR,72,2252,1335,4.5,2.75,0.8611111111111112,0.2222222222222222,8.333333333333332,5.179396092362345,3.1651865008880997,0.9911190053285969,0.2557726465364121,9.591474245115455
DeMar DeRozan,SAC,77,2768,1710,3.8701298701298703,4.441558441558442,0.8051948051948052,0.4155844155844156,9.532467532467534,3.875722543352601,4.4479768786127165,0.8063583815028902,0.41618497109826585,9.546242774566474
Keon Ellis,SAC,80,1948,666,2.65,1.5,1.5125,0.7875,6.45,3.917864476386037,2.217659137577002,2.2361396303901437,1.164271047227926,9.535934291581109
Bogdan Bogdanović,LAC,54,1348,583,2.9444444444444446,2.7037037037037037,0.7592592592592593,0.2037037037037037,6.611111111111112,4.246290801186944,3.8991097922848668,1.0949554896142433,0.2937685459940653,9.53412462908012
Buddy Hield,GSW,82,1863,912,3.2195121951219514,1.6341463414634145,0.8414634146341463,0.2804878048780488,5.975609756097561,5.101449275362318,2.5893719806763285,1.3333333333333333,0.4444444444444444,9.468599033816425
Grayson Allen,PHX,64,1544,680,3.03125,2.140625,0.84375,0.296875,6.3125,4.523316062176166,3.194300518134715,1.2590673575129534,0.4430051813471503,9.419689119170984
Brice Sensabaugh,UTA,71,1432,772,2.9577464788732395,1.5492957746478873,0.647887323943662,0.11267605633802817,5.267605633802817,5.279329608938547,2.7653631284916202,1.1564245810055866,0.2011173184357542,9.402234636871508
Simone Fontecchio,DET,75,1237,446,2.8666666666666667,0.8666666666666667,0.41333333333333333,0.16,4.306666666666667,6.257073565076799,1.8916734033953113,0.9021827000808408,0.349232012934519,9.400161681487472
Haywood Highsmith,MIA,74,1818,478,3.4054054054054053,1.5135135135135136,0.918918918918919,0.5,6.337837837837839,4.990099009900991,2.2178217821782176,1.3465346534653464,0.7326732673267327,9.287128712871288
Anfernee Simons,POR,70,2292,1348,2.7,4.814285714285714,0.8571428571428571,0.07142857142857142,8.442857142857143,2.9685863874345553,5.293193717277488,0.9424083769633508,0.07853403141361257,9.282722513089007
OG Anunoby,NYK,74,2706,1332,4.837837837837838,2.2162162162162162,1.4864864864864864,0.8783783783783784,9.41891891891892,4.762749445676275,2.1818181818181817,1.4634146341463414,0.8647450110864745,9.272727272727273
Maxi Kleber,LAL,34,637,103,2.7941176470588234,1.2647058823529411,0.2647058823529412,0.5,4.823529411764706,5.368916797488226,2.4301412872841444,0.5086342229199372,0.9607535321821037,9.268445839874412
Lindy Waters III,DET,52,778,256,2.1153846153846154,1.0,0.5192307692307693,0.21153846153846154,3.8461538461538463,5.089974293059126,2.4061696658097684,1.2493573264781492,0.5089974293059125,9.254498714652955
Ben Sheppard,IND,63,1230,332,2.8095238095238093,1.3492063492063493,0.6031746031746031,0.2222222222222222,4.984126984126983,5.180487804878048,2.4878048780487805,1.1121951219512196,0.40975609756097564,9.190243902439025
Noah Clowney,BKN,46,1042,420,3.9347826086956523,0.8695652173913043,0.5217391304347826,0.45652173913043476,5.782608695652174,6.253358925143954,1.381957773512476,0.8291746641074856,0.72552783109405,9.190019193857966
Luguentz Dort,OKC,71,2073,719,4.126760563380282,1.619718309859155,1.1126760563380282,0.5492957746478874,7.408450704225352,5.088277858176555,1.9971056439942114,1.3719247467438493,0.6772793053545586,9.134587554269174
Aaron Nesmith,IND,45,1122,541,3.9555555555555557,1.2,0.7777777777777778,0.37777777777777777,6.311111111111112,5.711229946524064,1.7326203208556148,1.1229946524064172,0.5454545454545454,9.11229946524064
Svi Mykhailiuk,UTA,38,760,334,2.3684210526315788,2.0,0.5,0.18421052631578946,5.052631578947368,4.263157894736842,3.6,0.9,0.33157894736842103,9.094736842105263
Tristan da Silva,ORL,74,1629,533,3.310810810810811,1.527027027027027,0.44594594594594594,0.24324324324324326,5.527027027027026,5.414364640883978,2.4972375690607738,0.7292817679558011,0.39779005524861877,9.03867403314917
Pelle Larsson,MIA,55,782,251,1.6727272727272726,1.1818181818181819,0.5818181818181818,0.12727272727272726,3.563636363636364,4.235294117647059,2.9923273657289005,1.473145780051151,0.32225063938618925,9.023017902813299
Georges Niang,ATL,79,1697,784,3.4430379746835444,1.4050632911392404,0.35443037974683544,0.17721518987341772,5.379746835443038,5.7701826753093695,2.3547436652916915,0.5939893930465527,0.29699469652327637,9.015910430170889
Rayan Rupert,POR,52,460,155,1.3461538461538463,0.4807692307692308,0.3076923076923077,0.07692307692307693,2.211538461538462,5.478260869565218,1.9565217391304348,1.2521739130434784,0.3130434782608696,9.0
Cam Thomas,BKN,25,781,599,3.32,3.76,0.6,0.08,7.76,3.825864276568502,4.332906530089629,0.6914212548015364,0.09218950064020487,8.942381562099872
Alec Burks,MIA,49,864,356,2.5306122448979593,1.1224489795918366,0.5714285714285714,0.14285714285714285,4.36734693877551,5.166666666666667,2.291666666666667,1.1666666666666665,0.29166666666666663,8.916666666666666
Ochai Agbaji,TOR,64,1739,667,3.78125,1.53125,0.90625,0.46875,6.6875,5.009775733179988,2.028752156411731,1.2006900517538814,0.621046578493387,8.860264519838987
Taurean Prince,MIL,80,2166,656,3.5875,1.9375,0.95,0.1875,6.6625000000000005,4.770083102493075,2.5761772853185594,1.263157894736842,0.24930747922437674,8.858725761772854
Zaccharie Risacher,ATL,75,1843,942,3.5733333333333333,1.2266666666666666,0.6933333333333334,0.49333333333333335,5.986666666666666,5.234943027672274,1.797069994574064,1.0157352143244711,0.7227346717308736,8.77048290830168
Aaron Holiday,HOU,62,792,340,1.2580645161290323,1.3387096774193548,0.3064516129032258,0.1774193548387097,3.0806451612903225,3.5454545454545454,3.7727272727272725,0.8636363636363635,0.5,8.681818181818182
Justin Edwards,PHI,44,1155,445,3.3636363636363638,1.5681818181818181,1.0227272727272727,0.36363636363636365,6.3181818181818175,4.612987012987013,2.1506493506493505,1.4025974025974026,0.4987012987012987,8.664935064935065
Rui Hachimura,LAL,59,1869,775,5.0,1.4067796610169492,0.7627118644067796,0.4406779661016949,7.610169491525423,5.682182985553772,1.5987158908507224,0.8667736757624398,0.5008025682182986,8.648475120385234
Klay Thompson,DAL,72,1965,1005,3.4166666666666665,2.013888888888889,0.6944444444444444,0.4166666666666667,6.541666666666667,4.5068702290076335,2.65648854961832,0.916030534351145,0.549618320610687,8.629007633587786
Malaki Branham,SAS,47,427,235,1.0851063829787233,0.8085106382978723,0.23404255319148937,0.0425531914893617,2.1702127659574466,4.299765807962529,3.2037470725995316,0.927400468384075,0.1686182669789227,8.599531615925057
De'Andre Hunter,CLE,64,1740,1088,4.03125,1.4375,0.78125,0.203125,6.453125,5.337931034482758,1.903448275862069,1.0344827586206897,0.2689655172413793,8.544827586206898
Sam Merrill,CLE,71,1401,509,2.211267605633803,1.5211267605633803,0.7464788732394366,0.19718309859154928,4.676056338028169,4.034261241970022,2.7751605995717346,1.3618843683083512,0.35974304068522484,8.53104925053533
Julian Phillips,CHI,79,1123,366,2.1392405063291138,0.4936708860759494,0.4810126582278481,0.25316455696202533,3.3670886075949364,5.417631344612644,1.2502226179875335,1.2181656277827249,0.6411398040961709,8.527159394479074
Johnny Juzang,UTA,64,1270,571,2.875,1.0625,0.609375,0.125,4.671875,5.215748031496063,1.92755905511811,1.105511811023622,0.22677165354330708,8.475590551181103
AJ Johnson,WAS,29,638,220,2.0344827586206895,2.6206896551724137,0.41379310344827586,0.10344827586206896,5.172413793103448,3.329153605015674,4.2884012539184955,0.677115987460815,0.16927899686520376,8.463949843260188
Max Christie,DAL,78,2127,749,3.3076923076923075,1.8717948717948718,0.8205128205128205,0.3974358974358974,6.397435897435897,4.366713681241185,2.4710860366713683,1.083215796897038,0.5246826516220028,8.445698166431594
Anthony Gill,WAS,51,398,129,1.2941176470588236,0.3137254901960784,0.17647058823529413,0.0392156862745098,1.823529411764706,5.969849246231155,1.4472361809045227,0.8140703517587939,0.18090452261306533,8.412060301507537
Isaac Okoro,CLE,55,1053,337,2.3636363636363638,1.2363636363636363,0.5818181818181818,0.2909090909090909,4.472727272727273,4.444444444444445,2.324786324786325,1.0940170940170941,0.5470085470085471,8.41025641025641
KJ Martin,UTA,43,912,274,2.9069767441860463,1.1162790697674418,0.3953488372093023,0.5116279069767442,4.930232558139535,4.934210526315789,1.894736842105263,0.6710526315789473,0.8684210526315789,8.368421052631579
Derrick Jones Jr.,LAC,77,1873,781,3.4155844155844157,0.7792207792207793,1.025974025974026,0.42857142857142855,5.64935064935065,5.0549919914575545,1.1532301121195943,1.5184196476241325,0.6342765616657768,8.360918312867058
Isaiah Joe,OKC,74,1604,756,2.6486486486486487,1.6081081081081081,0.6486486486486487,0.12162162162162163,5.027027027027027,4.399002493765586,2.6708229426433916,1.0773067331670823,0.20199501246882792,8.349127182044889
Jerami Grant,POR,47,1524,677,3.4680851063829787,2.148936170212766,0.8723404255319149,0.9787234042553191,7.468085106382979,3.8503937007874014,2.3858267716535435,0.968503937007874,1.0866141732283465,8.291338582677165
Dorian Finney-Smith,LAL,63,1819,549,3.9206349206349205,1.4285714285714286,0.9206349206349206,0.36507936507936506,6.634920634920634,4.888400219901045,1.7811984606926883,1.147883452446399,0.45519516217702033,8.272677295217152
Jamison Battle,TOR,59,1042,419,2.6779661016949152,0.8983050847457628,0.288135593220339,0.1694915254237288,4.033898305084746,5.45873320537428,1.831094049904031,0.5873320537428023,0.345489443378119,8.222648752399232
Moses Moody,GSW,74,1649,724,2.554054054054054,1.2972972972972974,0.7972972972972973,0.4189189189189189,5.0675675675675675,4.126137052759248,2.0958156458459674,1.2880533656761672,0.6767738023044269,8.186779866585809
Garrison Mathews,ATL,47,830,353,1.851063829787234,1.2765957446808511,0.5531914893617021,0.3191489361702128,4.0,3.7734939759036146,2.602409638554217,1.1277108433734941,0.6506024096385542,8.154216867469879
Jalen Wilson,BKN,79,2031,749,3.4177215189873418,1.8354430379746836,0.5063291139240507,0.06329113924050633,5.822784810126582,4.7858197932053175,2.570162481536189,0.7090103397341212,0.08862629246676515,8.153618906942393
Mikal Bridges,NYK,82,3036,1444,3.158536585365854,3.731707317073171,0.9146341463414634,0.524390243902439,8.329268292682928,3.0711462450592886,3.6284584980237153,0.8893280632411067,0.5098814229249011,8.098814229249012
Jaylen Clark,MIN,40,522,163,1.325,0.65,0.9,0.05,2.925,3.655172413793103,1.7931034482758619,2.4827586206896552,0.13793103448275862,8.068965517241379
Jaden Hardy,DAL,57,907,496,1.5614035087719298,1.4210526315789473,0.49122807017543857,0.08771929824561403,3.56140350877193,3.5325248070562294,3.214994487320838,1.1113561190738699,0.1984564498346196,8.057331863285556
Harrison Barnes,SAS,82,2230,1011,3.7804878048780486,1.6585365853658536,0.47560975609756095,0.17073170731707318,6.085365853658536,5.004484304932736,2.1955156950672645,0.6295964125560538,0.22600896860986547,8.05560538116592
DaQuan Jeffries,CHA,47,1071,315,2.872340425531915,1.127659574468085,0.5531914893617021,0.5319148936170213,5.085106382978724,4.53781512605042,1.7815126050420167,0.8739495798319328,0.8403361344537815,8.033613445378151
Jaylen Wells,MEM,79,2044,823,3.392405063291139,1.7088607594936709,0.5569620253164557,0.10126582278481013,5.7594936708860756,4.720156555772994,2.3776908023483365,0.7749510763209393,0.14090019569471623,8.013698630136986
Cam Reddish,LAL,33,589,105,2.0,0.6666666666666666,1.0,0.30303030303030304,3.9696969696969697,4.033955857385399,1.3446519524617997,2.0169779286926994,0.6112054329371817,8.00679117147708
Jeff Green,HOU,32,396,172,1.8125,0.625,0.1875,0.125,2.75,5.2727272727272725,1.8181818181818181,0.5454545454545454,0.36363636363636365,8.0
Sam Hauser,BOS,71,1541,605,3.1549295774647885,0.9014084507042254,0.5774647887323944,0.18309859154929578,4.816901408450704,5.232965606748865,1.4951330304996755,0.9578195976638546,0.3036988968202466,7.989617131732641
Jared McCain,PHI,23,592,352,2.4347826086956523,2.608695652173913,0.6521739130434783,0.0,5.695652173913044,3.4054054054054057,3.6486486486486487,0.9121621621621622,0.0,7.966216216216217
Gradey Dick,TOR,54,1587,777,3.574074074074074,1.8148148148148149,0.8888888888888888,0.18518518518518517,6.462962962962964,4.378071833648393,2.223062381852552,1.0888468809073724,0.22684310018903592,7.916824196597354
Duncan Robinson,MIA,74,1786,817,2.2567567567567566,2.3783783783783785,0.5405405405405406,0.08108108108108109,5.256756756756756,3.366181410974244,3.547592385218365,0.8062709966405375,0.12094064949608062,7.840985442329228
Nick Smith Jr.,CHA,60,1369,591,2.1333333333333333,2.4166666666666665,0.2833333333333333,0.1,4.933333333333333,3.3659605551497442,3.8130021913805696,0.44704163623082543,0.15777940102264426,7.783783783783783
Dalton Knecht,LAL,78,1494,706,2.769230769230769,0.8461538461538461,0.3076923076923077,0.10256410256410256,4.0256410256410255,5.204819277108434,1.5903614457831325,0.5783132530120482,0.19277108433734938,7.566265060240964
Jordan Hawkins,NOP,56,1320,604,2.8214285714285716,1.1785714285714286,0.5357142857142857,0.4107142857142857,4.946428571428571,4.309090909090909,1.8,0.8181818181818182,0.6272727272727273,7.554545454545454
Norman Powell,LAC,60,1958,1306,3.1666666666666665,2.0833333333333335,1.2166666666666666,0.15,6.616666666666667,3.4933605720122576,2.29826353421859,1.342185903983657,0.16547497446373852,7.299284984678244
Julian Strawther,DEN,65,1384,588,2.1846153846153844,1.2769230769230768,0.6,0.24615384615384617,4.3076923076923075,3.69364161849711,2.158959537572254,1.0144508670520231,0.41618497109826585,7.283236994219653
Corey Kispert,WAS,61,1602,705,2.9672131147540983,1.6885245901639345,0.4262295081967213,0.22950819672131148,5.311475409836065,4.067415730337078,2.314606741573034,0.5842696629213484,0.3146067415730337,7.280898876404494
Dillon Brooks,HOU,75,2388,1053,3.6666666666666665,1.7066666666666668,0.8,0.21333333333333335,6.386666666666666,4.1457286432160805,1.92964824120603,0.9045226130653267,0.24120603015075376,7.2211055276381915
Patty Mills,LAC,29,321,111,0.7586206896551724,0.896551724137931,0.4482758620689655,0.10344827586206896,2.206896551724138,2.467289719626168,2.9158878504672896,1.4579439252336448,0.3364485981308411,7.177570093457943
Cody Williams,UTA,50,1060,230,2.26,1.18,0.46,0.32,4.22,3.837735849056604,2.0037735849056606,0.781132075471698,0.5433962264150943,7.166037735849057
Jett Howard,ORL,60,701,267,1.1666666666666667,0.7333333333333333,0.21666666666666667,0.18333333333333332,2.3,3.5948644793152638,2.2596291012838803,0.667617689015692,0.5649072753209701,7.087018544935806
AJ Green,MIL,73,1659,541,2.3835616438356166,1.4794520547945205,0.5068493150684932,0.0958904109589041,4.465753424657534,3.775768535262206,2.343580470162749,0.8028933092224232,0.15189873417721517,7.074141048824592
Josh Green,CHA,68,1888,506,2.5294117647058822,1.588235294117647,1.088235294117647,0.22058823529411764,5.4264705882352935,3.2796610169491522,2.059322033898305,1.4110169491525424,0.2860169491525424,7.0360169491525415
